##### Intel Schematic Connectivity Format DG-2012.100
BEGIN_COMPPROPS
###### RefDes:partName,partNumber,noMount,tolerance,value,maxV[voltage],powerDiss[wattage],maxP[wattage],elec_type,enetNonSeries,componentKind,power_supply,compComment
DB[5]:D1(P20:55),D1601(7:16),D1602(7:16),D1603(7:16),D1604(7:16),D1605(7:16),D1606(7:16),D1607(7:16),D1608(7:16),D1609(7:16);
DB[6]:D1(P21:56),D1601(5:17),D1602(5:17),D1603(5:17),D1604(5:17),D1605(5:17),D1606(5:17),D1607(5:17),D1608(5:17),D1609(5:17);
DB[7]:D1(R21:57),D1601(3:18),D1602(3:18),D1603(3:18),D1604(3:18),D1605(3:18),D1606(3:18),D1607(3:18),D1608(3:18),D1609(3:18);
DRAM_CA_[0]:D1(H2:133),D8(H2:14);
DRAM_CA_[1]:D1(G1:132),D8(J2:13);
DRAM_CA_[2]:D1(F2:131),D8(H9:12);
DRAM_CA_[3]:D1(E1:130),D8(H10:11);
DRAM_CA_[4]:D1(E2:129),D8(H11:10);
DRAM_CA_[5]:D1(D1:128),D8(J11:9);
DRAM_CKE0:D1(H1:139),D8(J4:16),R45(1:1);
DRAM_CKE1:D1(J4:138),R44(1:1);
DRAM_CK_C:D1(G5:134),D8(J9:17);
DRAM_CK_T:D1(G4:135),D8(J8:18);
DRAM_CS0:D1(F1:137),D8(H4:15);
DRAM_CS1:D1(G2:136);
DRAM_DATA_[0]:D1(N1:140),D8(B2:20);
DRAM_DATA_[10]:D1(U2:153),D8(E11:30);
DRAM_DATA_[11]:D1(U1:154),D8(F11:31);
DRAM_DATA_[12]:D1(R1:155),D8(F9:32);
DRAM_DATA_[13]:D1(R2:156),D8(E9:33);
DRAM_DATA_[14]:D1(P2:157),D8(C9:34);
DRAM_DATA_[15]:D1(P1:158),D8(B9:35);
DRAM_DATA_[1]:D1(N2:141),D8(C2:21);
DRAM_DATA_[2]:D1(M1:142),D8(E2:22);
DRAM_DATA_[3]:D1(M2:143),D8(F2:23);
DRAM_DATA_[4]:D1(K1:144),D8(F4:24);
DRAM_DATA_[5]:D1(K2:145),D8(E4:25);
DRAM_DATA_[6]:D1(J1:146),D8(C4:26);
DRAM_DATA_[7]:D1(J2:147),D8(B4:27);
DRAM_DATA_[8]:D1(V1:151),D8(B11:28);
DRAM_DATA_[9]:D1(V2:152),D8(C11:29);
DRAM_DMI0:D1(L2:148),D8(C3:2);
DRAM_DMI1:D1(T2:159),D8(C10:1);
DRAM_DQS0_C:D1(L4:150),D8(E3:4);
DRAM_DQS0_T:D1(N4:149),D8(D3:6);
DRAM_DQS1_C:D1(R5:161),D8(E10:3);
DRAM_DQS1_T:D1(R4:160),D8(D10:5);
DRAM_ZN:D1(E4:126),R50(1:1);
DRAM_nRESET:D1(D2:127),D8(T11:8),R12(1:1);
E2E_CLK:D1403(87:61),R1429(2:2),R1444(1:1);
EEE:D1403(85:63),R1431(2:2),R1446(1:1);
EE_SIZE:D1403(60:84),R62(2:2),R63(1:1);
FLOW:D1403(86:62),R1430(2:2),R1445(1:1);
GPIO_MODE0:D1403(41:87),R1438(2:2),R1453(1:1);
GPIO_MODE1:D1403(40:88),R1439(2:2),R1454(1:1);
HW1A:D1301(3:11),D1302(1:1),D1302(2:2);
HW1B:D1301(5:12),D1302(4:4),D1302(5:5);
HW1_A:C1319(1:1),R1322(1:1),R1337(1:1),X60(3:3);
HW1_B:C1320(1:1),R1323(1:1),R1335(1:1),X60(7:7);
HW1_XA:R1322(2:2),R1326(2:2),R1336(1:1),X60(4:4);
HW1_XB:R1323(2:2),R1327(2:2),R1334(1:1),X60(8:8);
HW2A:D1301(11:13),D1302(9:9),D1302(10:10);
HW2B:D1301(13:14),D1302(12:12),D1302(13:13);
HW2_A:C1321(1:1),R1324(1:1),R1333(1:1),X61(3:3);
HW2_B:C1322(1:1),R1325(1:1),R1331(1:1),X61(7:7);
HW2_XA:R1324(2:2),R1328(2:2),R1332(1:1),X61(4:4);
HW2_XB:R1325(2:2),R1329(2:2),R1330(1:1),X61(8:8);
I2C1_SCL:D1(C20:40),D1201(10:6),R1(2:2);
I2C1_SDA:D1(C21:39),D1201(9:7),R2(2:2);
I2C2_SCL:D1(D20:38),D3(4:1),D1202(6:2),R35(2:2);
I2C2_SDA:D1(D21:37),D3(2:2),D1202(5:3),R36(2:2);
I2C3_SCL:D1(J20:42),D2(12:13),R42(2:2);
I2C3_SDA:D1(J21:41),D2(13:12),R43(2:2);
I2C_SCL_SWITCH:D1401(6:2),D1403(97:54),R1409(2:2);
I2C_SDA_SWITCH:D1401(5:3),D1403(98:53),R1408(2:2);
JTAG_EN:D1403(43:85),R1421(2:2),R1428(1:1);
JTAG_TCK:P1(1:1),R131(2:2),R139(1:1),X28(5:5);
JTAG_TDI:P4(1:1),R133(2:2),R136(2:2),X28(3:3);
JTAG_TDO:P7(1:1),R134(2:2),R137(2:2),X28(7:7);
JTAG_TMS:P2(1:1),R132(2:2),R135(2:2),X28(1:1);
KEY[10]:D1602(4:7),R1509(1:1),S1509(1:1);
KEY[11]:D1602(6:6),R1510(2:2),S1510(1:1);
KEY[12]:D1602(8:5),R1511(2:2),S1511(1:1);
KEY[13]:D1602(11:4),R1512(2:2),S1512(1:1);
KEY[14]:D1602(13:3),R1513(2:2),S1513(1:1);
KEY[15]:D1602(15:2),R1514(2:2),S1514(1:1);
KEY[16]:D1602(17:1),R60(2:2),S1(1:1);
KEY[17]:D1603(2:8),R61(2:2),S3(1:1);
KEY[18]:D1603(4:7),R64(2:2),S4(1:1);
KEY[19]:D1603(6:6),R65(2:2),S5(1:1);
KEY[1]:D1601(2:8),R1500(2:2),S1500(1:1);
KEY[20]:D1603(8:5),R66(2:2),S6(1:1);
KEY[21]:D1603(11:4),R67(2:2),S7(1:1);
KEY[22]:D1603(13:3),R68(2:2),S8(1:1);
KEY[23]:D1603(15:2),R69(2:2),S9(1:1);
KEY[24]:D1603(17:1),R70(2:2),S10(1:1);
KEY[25]:D1604(2:8),R71(2:2),S11(1:1);
KEY[26]:D1604(4:7),R72(2:2),S12(1:1);
KEY[27]:D1604(6:6),R73(2:2),S13(1:1);
KEY[28]:D1604(8:5),R74(2:2),S14(1:1);
KEY[29]:D1604(11:4),R75(2:2),S15(1:1);
KEY[2]:D1601(4:7),R1501(2:2),S1501(1:1);
KEY[30]:D1604(13:3),R76(2:2),S16(1:1);
KEY[31]:D1604(15:2),R77(2:2),S17(1:1);
KEY[32]:D1604(17:1),R78(2:2),S18(1:1);
KEY[33]:D1605(2:8),R79(2:2),S19(1:1);
KEY[34]:D1605(4:7),R80(2:2),S20(1:1);
KEY[35]:D1605(6:6),R81(2:2),S21(1:1);
KEY[36]:D1605(8:5),R82(2:2),S22(1:1);
KEY[37]:D1605(11:4),R83(2:2),S23(1:1);
KEY[38]:D1605(13:3),R84(2:2),S24(1:1);
KEY[39]:D1605(15:2),R85(2:2),S25(1:1);
KEY[3]:D1601(6:6),R1502(2:2),S1502(1:1);
KEY[40]:D1605(17:1),R86(2:2),S26(1:1);
KEY[41]:D1606(2:8),R87(2:2),S27(1:1);
KEY[42]:D1606(4:7),R88(2:2),S28(1:1);
KEY[43]:D1606(6:6),R89(2:2),S29(1:1);
KEY[44]:D1606(8:5),R90(2:2),S30(1:1);
KEY[45]:D1606(11:4),R91(2:2),S31(1:1);
KEY[46]:D1606(13:3),R92(1:1),S32(1:1);
KEY[47]:D1606(15:2),R93(2:2),S33(1:1);
KEY[48]:D1606(17:1),R94(1:1),S34(1:1);
KEY[49]:D1607(2:8),R95(2:2),S35(1:1);
KEY[4]:D1601(8:5),R1503(2:2),S1503(1:1);
KEY[5]:D1601(11:4),R1504(2:2),S1504(1:1);
KEY[6]:D1601(13:3),R1505(2:2),S1505(1:1);
KEY[7]:D1601(15:2),R1506(2:2),S1506(1:1);
KEY[8]:D1601(17:1),R1507(2:2),S1507(1:1);
KEY[9]:D1602(2:8),R1508(2:2),S1508(1:1);
KT1_IN:C1116(1:1),R1122(2:2),R1123(1:1),X515(1:1);
KT1_OUT:V1113(K:2),X515(13:13);
KT2_IN:C1115(1:1),R1100(2:2),R1124(1:1),X515(2:2);
KT2_OUT:V1109(K:2),X515(14:14);
KT3_IN:C1114(1:1),R1102(2:2),R1125(1:1),X515(3:3);
KT3_OUT:V1114(K:2),X515(15:15);
KT4_IN:C1113(1:1),R1101(2:2),R1126(1:1),X515(4:4);
KT4_OUT:V1110(K:2),X515(16:16);
KT5_IN:C1112(1:1),R1104(2:2),R1127(1:1),X515(5:5);
KT5_OUT:V1115(K:2),X515(17:17);
KT6_IN:C1111(1:1),R1103(2:2),R1128(1:1),X515(6:6);
KT6_OUT:V1111(K:2),X515(18:18);
KT7_IN:C1110(1:1),R1106(2:2),R1129(1:1),X515(7:7);
KT7_OUT:V1116(K:2),X515(19:19);
KT8_IN:C1109(1:1),R1105(2:2),R1130(1:1),X515(8:8);
KT8_OUT:V1112(K:2),X515(20:20);
KT9_IN:C1108(1:1),R1107(2:2),R1131(1:1),X515(10:10);
KT_IN[1]:D1607(4:7),R1123(2:2),V1107(A:1);
KT_IN[2]:D1607(6:6),R1124(2:2),V1105(A:1);
KT_IN[3]:D1607(8:5),R1125(2:2),V1106(A:1);
KT_IN[4]:D1607(11:4),R1126(2:2),V1103(A:1);
KT_IN[5]:D1607(13:3),R1127(2:2),V1104(A:1);
KT_IN[6]:D1607(15:2),R1128(2:2),V1101(A:1);
KT_IN[7]:D1607(17:1),R1129(2:2),V1102(A:1);
KT_IN[8]:D1608(2:8),R1130(2:2),V1100(A:1);
KT_IN[9]:D1608(4:7),R1131(2:2),V1108(A:1);
KT_OUT1_P3V3:D9(18:11),R1108(1:1);
KT_OUT2_P3V3:D9(17:12),R1109(1:1);
KT_OUT3_P3V3:D9(16:13),R1110(1:1);
KT_OUT4_P3V3:D9(15:14),R1111(1:1);
KT_OUT5_P3V3:D9(14:15),R1112(1:1);
KT_OUT6_P3V3:D9(13:16),R1113(1:1);
KT_OUT7_P3V3:D9(12:17),R1114(1:1);
KT_OUT8_P3V3:D9(11:18),R1115(1:1);
KT_OUT[1]:D1(V12:102),D9(2:8),R179(1:1);
KT_OUT[2]:D1(U10:103),D9(3:7),R178(1:1);
KT_OUT[3]:D1(V10:104),D9(4:6),R115(1:1);
KT_OUT[4]:D1(AA8:105),D9(5:5),R114(1:1);
KT_OUT[5]:D1(Y9:106),D9(6:4),R113(1:1);
KT_OUT[6]:D1(AA9:107),D9(7:3),R112(1:1);
KT_OUT[7]:D1(Y10:108),D9(8:2),R181(1:1);
KT_OUT[8]:D1(AA7:109),D9(9:1),R180(1:1);
LAN0_LED_0/SD_MODE1:D1403(35:91),R19(1:1),R1440(2:2),R1455(1:1);
LAN0_LED_1/XMII_MODE0:D1403(34:92),R20(1:1),R1443(2:2),R1458(1:1);
LAN0_MDI0_N:D1403(102:49),X20(2:10);
LAN0_MDI0_P:D1403(103:50),X20(1:11);
LAN0_MDI1_N:D1403(105:47),X20(4:8);
LAN0_MDI1_P:D1403(106:48),X20(3:9);
LAN0_MDI2_N:D1403(108:45),X20(8:6);
LAN0_MDI2_P:D1403(109:46),X20(7:7);
LAN0_MDI3_N:D1403(110:43),X20(10:4);
LAN0_MDI3_P:D1403(111:44),X20(9:5);
LAN1_LED_0:D1403(33:93),R21(1:1);
LAN1_LED_1:D1403(31:94),R22(1:1);
LAN1_MDI0_N:D1403(112:41),X21(2:10);
LAN1_MDI0_P:D1403(113:42),X21(1:11);
LAN1_MDI1_N:D1403(114:39),X21(4:8);
LAN1_MDI1_P:D1403(115:40),X21(3:9);
LAN1_MDI2_N:D1403(117:37),X21(8:6);
LAN1_MDI2_P:D1403(118:38),X21(7:7);
LAN1_MDI3_N:D1403(120:35),X21(10:4);
LAN1_MDI3_P:D1403(121:36),X21(9:5);
LED_MODE:D1403(83:64),R1432(2:2),R1447(1:1);
LOOP_EN:D1403(42:86),R1437(2:2),R1452(1:1);
MIIM0_MDC/MG1:D1(Y7:111),D1403(65:79),R1420(2:2),R1427(1:1);
MIIMO_MDIO:D1(AA6:112),D1403(64:80);
M_DIP_SW[0]:D1(Y11:96),R26(2:2),S2(20:11);
M_DIP_SW[1]:D1(AA12:95),R25(2:2),S2(19:12);
M_DIP_SW[2]:D1(AA14:94),R24(2:2),S2(18:13);
M_DIP_SW[3]:D1(AA15:93),R23(2:2),S2(17:14);
M_DIP_SW[4]:D1(AA16:92),R18(2:2),S2(16:15);
M_DIP_SW[5]:D1(AA13:91),R17(2:2),S2(15:16);
M_DIP_SW[6]:D1(Y13:90),R16(2:2),S2(14:17);
M_DIP_SW[7]:D1(Y14:89),R15(2:2),S2(13:18);
M_DIP_SW[8]:D1(Y15:88),R14(2:2),S2(12:19);
M_DIP_SW[9]:D1(Y16:87),R13(2:2),S2(11:20);
M_HW1A:D1(L17:45),D1302(3:3);
M_HW1B:D1(T20:61),D1302(6:6);
M_HW2A:D1(L18:46),D1302(8:8);
M_HW2B:D1(T21:62),D1302(11:11);
NEXTO_RESET:D5(4:3),N3(1:1),N4(1:1),R118(1:1),R119(1:1);
NEXTO_RESET0:R119(2:2),X200(3:3);
NEXTO_RST:D1(G17:28),D5(1:2);
NEXTO_SPI_MISO[0]:D10(4:7),R941(1:1);
NEXTO_SPI_MISO[1]:D10(13:3),R5(1:1);
NEXTO_SPI_MOSI[0]:D10(14:13),R942(1:1);
NEXTO_SPI_MOSI[1]:D10(5:17),R6(1:1);
NEXTO_SPI_SCK[0]:D10(18:11),R940(1:1);
NEXTO_SPI_SCK[1]:D10(9:15),R4(1:1);
NEXTO_SPI_SCN[0]:D10(12:14),R156(2:2),R939(1:1);
NEXTO_SPI_SCN[1]:D10(3:18),R3(1:1),R52(2:2);
OC_F_HW:N5(6:5),R175(2:2);
OC_F_NEXTO_0:N3(6:5),R158(2:2);
OC_F_NEXTO_1:N4(6:5),R157(2:2);
OC_F_OV:N6(6:5),R8(2:2);
OC_USB_X12:D7(10:21),N1(6:5),R110(2:2);
OC_USB_X13:D7(18:23),N2(6:5),R124(2:2);
ONOFF:D1(A19:10),R53(2:2);
OV0_[0]:D1608(6:6),R138(1:1);
OV0_[1]:D1608(8:5),R140(1:1);
OV0_[2]:D1608(11:4),R141(2:2);
OV0_[3]:D1608(13:3),R142(2:2);
OV0_[4]:D1608(15:2),R148(2:2);
OV1_[0]:D1609(2:8),R150(1:1);
OV1_[1]:D1609(4:7),R151(1:1);
OV1_[2]:D1609(6:6),R152(2:2);
OV1_[3]:D1609(8:5),R153(2:2);
OV1_[4]:D1609(11:4),R154(2:2);
OV_AD1:C152(1:1),R148(1:1),X30(10:10);
OV_AD2:C150(1:1),R140(2:2),X30(9:9);
OV_AD4:C153(1:1),R142(1:1),X30(8:8);
OV_AD8:C151(1:1),R138(2:2),X30(7:7);
OV_AD16:C154(1:1),R141(1:1),X30(6:6);
OV_VS1:C158(1:1),R154(1:1),X31(10:10);
OV_VS2:C156(1:1),R151(2:2),X31(9:9);
OV_VS4:C159(1:1),R153(1:1),X31(8:8);
OV_VS8:C157(1:1),R150(2:2),X31(7:7);
OV_VS16:C160(1:1),R152(1:1),X31(6:6);
PG_P5:D5(2:1),N5(1:1),N6(1:1);
PMIC_32K_OUT:B1(1:1),C52(2:2),D1(E16:4),D2(14:8),R33(1:1),R49(1:1),R49(2:2);
PMIC_INT:D2(19:11),R59(1:1);
PMIC_ON_REQ:D2(15:17),R55(1:1),R128(1:1);
PMIC_RST:D2(18:18),R46(2:2);
PMIC_STBY_REQ:D2(31:16),R56(1:1),R129(1:1);
PMIC_WDOG:D2(20:15);
POR_B:D2(11:14),P9(1:1),R54(1:1),X28(9:9);
PWRON1:D7(9:25),V3(B:3);
PWRON3:D7(17:27),V4(B:3);
P_ON_1:N1(1:1),R143(1:1),V3(C:2);
P_ON_3:N2(1:1),R144(1:1),V4(C:2);
QSPI_CLK:D4(6:3),R51(1:1);
QSPI_CS:D1(U16:84),D4(1:2),R37(2:2);
QSPI_D[0]:D1(T16:83),D4(5:5),R41(2:2);
QSPI_D[1]:D1(V14:82),D4(2:6),R40(2:2);
QSPI_D[2]:D1(U14:81),D4(3:7),R39(2:2);
QSPI_D[3]:D1(T14:80),D4(7:8),R38(2:2);
RGMII_RX_CTL:D1(Y4:124),D1403(74:72);
RGMII_RX_D0:D1(AA4:119),D1403(80:67);
RGMII_RX_D1:D1(Y5:120),D1403(79:68);
RGMII_RX_D2:D1(AA5:121),D1403(78:69);
RGMII_RX_D3:D1(Y6:122),D1403(76:70);
RGMII_RX_REFCLK:D1(AA3:123),D1403(75:71);
RGMII_TX_CTL/SD_125:D1(V6:118),D1403(71:74),R1415(2:2),R1422(1:1);
RGMII_TX_D0/BM0:D1(T8:113),D1403(70:75),R1416(2:2),R1423(1:1);
RGMII_TX_D1/BM1:D1(U8:114),D1403(68:76),R1417(2:2),R1424(1:1);
RGMII_TX_D2/BM2:D1(V8:115),D1403(67:77),R1418(2:2),R1425(1:1);
RGMII_TX_D3/MG0:D1(T10:116),D1403(66:78),R1419(2:2),R1426(1:1);
RGMII_TX_REFCLK/SGPIO:D1(U6:117),D1403(72:73),R1435(2:2),R1450(1:1);
SD2_CLK:D1(AA19:78),R169(1:1);
SD2_CMD:D1(Y19:77),R168(1:1);
SD2_DAT0:D1(Y18:76),R164(1:1);
SD2_DAT1:D1(AA18:75),R165(1:1);
SD2_DAT2:D1(Y20:74),R166(1:1);
SD2_DAT3:D1(AA20:73),R167(1:1);
SD2_RESET_B:D1(AA17:72),D2(30:41),R173(1:1);
SD2_VSEL:D1(V18:79),D2(35:3);
SD2_nCD:D1(Y17:71),R170(1:1);
SD_MODE0:D1403(36:90),R1441(2:2),R1456(1:1);
SFP_EN:D1403(81:66),R1434(2:2),R1449(1:1);
SIGN0021:B1(4:2),C51(2:2),D1(D16:3),R33(2:2);
SIGN0023:D1(B17:23),R32(1:1);
SIGN0024:D1(A18:24),R31(1:1);
SIGN0025:B3(3:2),C56(1:1),D1(E18:1),R48(2:2);
SIGN0026:B3(1:1),C55(1:1),D1(D18:2),R48(1:1);
SIGN0027:C57(1:1),D1(A16:9),R54(2:2),R57(2:2);
SIGN0028:D1(A17:8),R55(2:2);
SIGN0029:D1(B18:7),R56(2:2);
SIGN0031:D1(V16:85),R51(2:2);
SIGN0059:R500(2:2),R501(1:1);
SIGN0061:D8(A5:19),R146(1:1);
SIGN0062:R146(2:2),R147(1:1);
SIGN0096:D700(33:13),R701(2:2);
SIGN0097:C710(1:1),D700(32:12);
SIGN0139:R149(1:1),X30(4:4);
SIGN0141:N1(4:4),R109(1:1),R111(1:1);
SIGN0142:N2(4:4),R123(1:1),R125(1:1);
SIGN0143:D7(30:15),G1(3:3);
SIGN0144:C134(1:1),G1(1:4),G1(4:2),Z17(2:2);
SIGN0145:D7(5:17),R126(1:1);
SIGN0205:C13(2:2),D1403(126:112),R10(2:2);
SIGN0206:C13(1:1),D1403(125:115);
SIGN00210:R99(1:1),X28(4:4);
SIGN00211:D1(Y1:11),R131(1:1);
SIGN00212:D1(W2:12),R132(1:1);
SIGN00213:D1(W1:13),R133(1:1);
SIGN00214:D1(Y2:14),R134(1:1);
SIGN0232:D1609(17:1),R47(1:1);
SIGN0233:D1609(15:2),R145(1:1);
SIGN0234:D1609(13:3),R182(1:1);
SIGN0235:D1608(17:1),R183(1:1);
SIGN00510:D1(D12:217),R500(1:1);
SIGN00511:R502(2:2),R503(1:1);
SIGN00512:D1(D14:212),R502(1:1);
SIGN00513:R27(2:2),R30(1:1),R504(1:1);
SIGN00514:R28(2:2),R29(1:1),R506(1:1);
SIGN01254:R4(2:2),X201(6:6);
SIGN01255:R5(2:2),X201(5:5);
SIGN01256:R6(2:2),X201(4:4);
SIGN01257:R3(2:2),X201(7:7);
SIGN01258:R940(2:2),X200(6:6);
SIGN01259:R941(2:2),X200(5:5);
SIGN01260:R939(2:2),X200(7:7);
SIGN01261:R942(2:2),X200(4:4);
SIGN01264:N3(4:4),R160(1:1),R162(1:1),R163(1:1);
SIGN01265:N4(4:4),R159(1:1),R161(1:1),R177(1:1);
SIGN01266:R118(2:2),X201(3:3);
SIGN01267:D10(19:9),R117(1:1),R122(2:2);
SIGN01268:D10(1:10),R120(1:1),R121(2:2);
SIGN01310:R155(1:1),X31(4:4);
SIGN01311:N6(4:4),R7(1:1),R9(1:1);
SIGN01513:R168(2:2),X1(3:9);
SIGN01514:R165(2:2),X1(8:12);
SIGN01515:R170(2:2),X1(C:5);
SIGN01516:R166(2:2),X1(1:11);
SIGN01517:R164(2:2),X1(7:13);
SIGN01518:R169(2:2),X1(5:6);
SIGN01519:R167(2:2),X1(2:10);
SIGN01520:C173(1:1),C174(1:1),R171(2:2),R172(2:2),X1(4:7);
SIGN01631:C1(1:1),C2(1:1),C3(1:1),X20(5:12);
SIGN01632:H52(A:1),R19(2:2);
SIGN01633:H53(A:1),R20(2:2);
SIGN01634:C4(1:1),C5(1:1),C6(1:1),X21(5:12);
SIGN01635:H2(A:1),R22(2:2);
SIGN01636:H1(A:1),R21(2:2);
SIGN01747:D1201(15:8),R1211(2:2);
SIGN01748:D1201(11:5),R1207(2:2);
SIGN01749:D1201(14:3),R1208(2:2);
SIGN01750:D1201(1:12),R1209(1:1);
SIGN01751:D1201(17:11),R1210(1:1);
SIGN01752:D1202(1:6),R1217(1:1);
SIGN01753:D1202(2:5),R1216(1:1);
SIGN01754:D1202(3:4),R1215(1:1);
SIGN01755:D1202(7:1),R127(1:1);
SIGN01881:C1321(2:2),R1328(1:1);
SIGN01882:C1319(2:2),R1326(1:1);
SIGN01883:C1320(2:2),R1327(1:1);
SIGN01884:C1322(2:2),R1329(1:1);
SIGN01885:D1301(1:7),R1336(2:2);
SIGN01886:D1301(6:6),R1335(2:2);
SIGN01887:D1301(7:5),R1334(2:2);
SIGN01888:D1301(10:4),R1333(2:2);
SIGN01889:D1301(9:3),R1332(2:2);
SIGN01890:D1301(14:2),R1331(2:2);
SIGN01891:D1301(15:1),R1330(2:2);
SIGN01892:D1301(2:8),R1337(2:2);
SIGN01893:N5(4:4),R174(1:1),R176(1:1);
SIGN01961:R1410(1:1),R1411(2:2);
SIGN01962:R1412(1:1),R1413(2:2);
SIGN01963:D1403(45:98),R1414(1:1);
SIGN01964:D1401(7:1),R1404(1:1);
SIGN01965:D1401(1:6),R1401(2:2),R1405(1:1);
SIGN01966:D1401(2:5),R1402(2:2),R1406(1:1);
SIGN01967:D1401(3:4),R1403(2:2),R1407(1:1);
SIGN01968:D1403(51:1),R1412(2:2);
SIGN01969:D1403(127:10),R1410(2:2);
SIGN01970:B1400(3:2),C1402(2:2),D1403(123:97);
SIGN01971:B1400(1:1),C1401(2:2),D1403(124:96);
SIGN02551:D2(22:36),D2(23:37),Z4(1:1);
SIGN02552:D2(27:30),D2(28:31),Z3(1:1);
SIGN02553:D2(4:27),D2(5:28),Z2(1:1);
SIGN02554:D2(8:22),D2(9:23),Z1(1:1);
SIGN02555:C58(2:2),D2(36:20);
SIGN02556:B2(1:1),C54(2:2),D2(16:10),R34(1:1),R116(1:1);
SIGN02557:B2(4:2),C53(2:2),D2(17:9),R34(2:2),R130(1:1);
SIGN011108:C1107(1:1),N1100(1:10),N1100(2:11),V1113(A:1);
SIGN011109:C1106(1:1),N1100(47:12),N1100(48:13),V1109(A:1);
SIGN011110:C1105(1:1),N1100(45:14),N1100(46:15),V1114(A:1);
SIGN011111:C1104(1:1),N1100(43:16),N1100(44:17),V1110(A:1);
SIGN011112:C1103(1:1),N1100(41:18),N1100(42:19),V1115(A:1);
SIGN011113:C1102(1:1),N1100(39:20),N1100(40:21),V1111(A:1);
SIGN011114:C1101(1:1),N1100(37:22),N1100(38:23),V1116(A:1);
SIGN011115:C1100(1:1),N1100(35:24),N1100(36:25),V1112(A:1);
SIGN011132:N1100(34:9),R1134(1:1);
SIGN011133:N1100(21:1),R1115(2:2),R1120(1:1);
SIGN011134:N1100(20:2),R1114(2:2),R1121(1:1);
SIGN011135:N1100(19:3),R1113(2:2),R1118(1:1);
SIGN011136:N1100(18:4),R1112(2:2),R1119(1:1);
SIGN011137:N1100(16:6),R1110(2:2),R1117(1:1);
SIGN011138:N1100(15:7),R1109(2:2),R1132(1:1);
SIGN011139:N1100(14:8),R1108(2:2),R1133(1:1);
SPI1_MISO:D1(G20:31),D10(7:16),D10(16:12);
SPI1_MOSI:D1(H20:29);
SPI1_SCK:D1(H21:30),D10(2:8),D10(11:4);
SPI1_SCN0:D1(G21:32),D10(8:5),R121(1:1);
SPI1_SCN1:D1(J17:27),D10(17:1),R122(1:1);
SPI3_CS:D1(M20:49),D700(38:15),R96(2:2);
SPI3_MISO:D1(M21:50),D700(37:16);
SPI3_MOSI:D1(N17:51),D10(6:6),D10(15:2),D700(36:18);
SPI3_SCLK:D1(N18:52),D700(35:17);
SPI_CLK_PROG:X50(2:2);
SPI_MISO_PROG:X50(4:4);
SPI_MOSI_PROG:X50(3:3);
SPI_XCS_PROG:X50(1:1);
SW[0]:D700(10:11),H601(1:1),H602(1:1),H603(1:1),H604(1:1),H605(1:1),H606(1:1);
SW[10]:D700(21:1);
SW[1]:D700(11:10),H607(1:1),H608(1:1),H609(1:1),H610(1:1),H611(1:1),H612(1:1);
SW[2]:D700(12:9),H613(1:1),H614(1:1),H615(1:1),H616(1:1),H617(1:1),H618(1:1);
SW[3]:D700(13:8),H619(1:1),H620(1:1),H621(1:1),H622(1:1),H623(1:1),H624(1:1);
SW[4]:D700(14:7),H625(1:1),H626(1:1),H627(1:1),H628(1:1),H629(1:1),H630(1:1);
SW[5]:D700(15:6),H631(1:1),H632(1:1),H633(1:1),H634(1:1),H635(1:1),H636(1:1);
SW[6]:D700(17:5),H637(1:1),H638(1:1),H639(1:1),H640(1:1),H641(1:1),H642(1:1);
SW[7]:D700(18:4),H643(1:1),H644(1:1),H645(1:1),H646(1:1),H647(1:1),H648(1:1);
SW[8]:D700(19:3),H649(1:1);
SW[9]:D700(20:2);
SW_RESET:C1400(1:1),D1403(101:95),R1400(2:2);
UART1_RXD:D1(E20:36),D6(6:6),R104(2:2);
UART1_RXD_DBG:D6(4:4),D6(5:5),R103(2:2),X56(3:3);
UART1_TXD:D1(E21:35),D6(1:1),D6(2:2),R102(2:2);
UART1_TXD_DBG:D6(3:3),R101(2:2),X56(1:1);
UART2_RXD:D1(F20:34),D6(8:8),R108(2:2);
UART2_RXD_DBG:D6(9:9),D6(10:10),R106(2:2),X56(8:8);
UART2_TXD:D1(F21:33),D6(12:12),D6(13:13),R105(2:2);
UART2_TXD_DBG:D6(11:11),R107(2:2),X56(6:6);
USB1_DN:D1(A14:215),D7(2:9);
USB1_DP:D1(B14:214),D7(1:10);
USB1_ID:D1(C11:216);
USB1_OC:D1(T12:100);
USB1_PWR:D1(AA10:98);
USB1_VBUS:D1(F12:213),R504(2:2);
USB2_DN:D1(A15:210);
USB2_DP:D1(B15:209);
USB2_ID:D1(E12:211);
USB2_OC:D1(U12:101);
USB2_PWR:D1(Y8:110);
USB2_VBUS:D1(E14:208),R506(2:2);
USB_HUB_DN1:D7(11:7),Z15(4:1);
USB_HUB_DN2:D7(15:5),Z16(4:1);
USB_HUB_DN3:D7(19:3),Z13(4:1);
USB_HUB_DN4:D7(23:1),Z14(4:1);
USB_HUB_DN1_OUT:V1(1:1),V1(10:10),X12(3:3),Z15(3:4);
USB_HUB_DN2_OUT:V1(4:4),V1(7:7),X12(7:7),Z16(3:4);
USB_HUB_DN3_OUT:V2(1:1),V2(10:10),X13(3:3),Z13(3:4);
USB_HUB_DN4_OUT:V2(4:4),V2(7:7),X13(7:7),Z14(3:4);
USB_HUB_DP1:D7(12:8),Z15(1:2);
USB_HUB_DP2:D7(16:6),Z16(1:2);
